crossing,highway,natural,lanes,maxspeed,name,oneway,ref,surface,junction,bridge,layer,source,alt_name,building,service,intermittent,water,alt_name2,landuse,building:levels,alt_name:en,footway,access,shop,smoothness,width,amenity,healthcare,operator,operator:type,area_m2,length_m
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.76151475259132
,service,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.94937750135359
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.916124456578586
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.39326523001496
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.158255360454943
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.122829942618438
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.873187383309737
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92.4005779782149
,tertiary,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.457464899406668
,tertiary,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.72347570799841
,tertiary_link,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.699592118236
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,113.28139816994879
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105.34588984611983
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.01808063160187
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92.46423349681875
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,147.37882266495728
,residential,,,,Rua Alvaro da Paixão Junior,,,paved,,,,IBGE,,,,,,,,,,,,,,,,,,,0.0,313.8084480417449
,residential,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.52381629224742
,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.41796621764111
,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.85866214353603
,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,67.62464273251223
,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,489.91473626500033
,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,144.6169097747378
,residential,,,,Avenida 3,,,paved,,,,IBGE,,,,,,,,,,,,,,,,,,,0.0,252.73039818309687
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99.11263161705055
,residential,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.00921854058557
,residential,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.75193683833017
,tertiary,,2,,,,,paved,,yes,1,,,,,,,,,,,,,,,,,,,,0.0,16.73889649862111
,tertiary,,2,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,5.949093121880689
,tertiary,,2,,,,,paved,,yes,1,,,,,,,,,,,,,,,,,,,,0.0,16.40627851579076
,tertiary,,2,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,7.503251913290693
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.258994430852987
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,84.07547813210532
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,82.6525240236038
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.317697298964504
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.176676582843676
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,114.3349623684346
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112.43554478806612
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,78.34663696611958
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,67.72886109334846
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,69.10331173265313
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,51.734887989945456
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,173.00897829873458
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,534.2605650802028
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,602.5831233738062
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,226.20180662515511
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,157.9487787434795
,primary_link,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.325079494207284
,primary_link,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,29.171465756321638
,primary_link,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.66630638104344
,service,,,,,,,paved,,,,,,,parking_aisle,,,,,,,,,,,,,,,,0.0,41.91220384939484
,service,,,,,,,paved,,,,,,,parking_aisle,,,,,,,,,,,,,,,,0.0,41.90461589930146
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,89.14681225532756
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,82.16114057258504
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.238240839669714
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.361408775732116
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103.70886503871677
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,482.5291133019091
,residential,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.049096093216118
,residential,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.55816473661063
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,147.3464104256928
,primary,,2,50,Rodovia Amaral Peixoto,,,paved,,,,GPS,,,,,,,,,,,,,,,,,,,0.0,292.8270786093715
,primary,,2,50,Rodovia Amaral Peixoto,,,paved,,,,GPS,,,,,,,,,,,,,,,,,,,0.0,33.0695020312746
,primary,,2,60,Rodovia Amaral Peixoto,,,paved,,,,GPS,,,,,,,,,,,,,,,,,,,0.0,231.96357486783234
,primary,,2,50,Rodovia Amaral Peixoto,,,paved,,,,GPS,,,,,,,,,,,,,,,,,,,0.0,39.49090690766936
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.432381273294052
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.388029247020269
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.653306101435733
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,149.0615203531126
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44.13813914823838
,service,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46.65550550714198
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.509105042645709
,service,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,0.0,8.358668126307547
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.139725730529879
,service,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,0.0,22.72839629619726
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.8764920297358465
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,306.6037158215475
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143.93548648223006
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.449845571511917
,service,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,0.0,26.43452271044926
,footway,,,,,,,metal,,yes,1,,,,,,,,,,,,,,,,,,,,0.0,37.50518716955435
,footway,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,0.0,13.960869271525803
,residential,,,,Estrada Engenheiro Antônio Carlos Junqueira de Moraes,,,earth,,,,,,,,,,,,,,,,,,,,,,,0.0,14.363535832512019
,primary,,2,60,Rua Hildebrando Alves Barbosa,yes,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,60.41913479978535
,primary,,2,60,Rua Hildebrando Alves Barbosa,yes,,paved,,yes,1,,,,,,,,,,,,,,,,,,,,0.0,20.47142974431992
,primary,,2,60,Rua Hildebrando Alves Barbosa,yes,,paved,,yes,1,,,,,,,,,,,,,,,,,,,,0.0,20.807241934767852
,primary,,2,60,Rua Hildebrando Alves Barbosa,yes,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,11.52225533344496
,footway,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,0.0,7.355479370297206
,footway,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,0.0,10.060044671867601
,path,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,28.366694499687842
,footway,,,,,,,metal,,yes,1,,,,,,,,,,,,,,,,,,,,0.0,32.4740613690878
,footway,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3104886247578973
,footway,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,0.0,11.006221782775375
,tertiary,,2,,Rua São José,yes,MC-03,paved,,,,IBGE,,,,,,,,,,,,,,,,,,,0.0,13.627271186777465
,primary,,2,60,Rua Hildebrando Alves Barbosa,yes,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,838.7330010369499
,primary,,2,60,Rua Hildebrando Alves Barbosa,yes,,asphalt,,,,,,,,,,,,,,,,,,,,,,,0.0,847.4568330294967
,residential,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,216.28278341265982
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.336658620724577
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.8375342817177245
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.838967044083791
,residential,,2,10,Rua da Legalidade,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,0.0,180.1771010506488
,residential,,2,10,Rua da Ética,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,0.0,78.74122056869598
,residential,,2,10,Rua da Honestidade,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,0.0,63.822292064833675
,residential,,2,10,Rua Síndica das Rosas,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,0.0,112.50026758478415
,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23563.84995912432,664.1751088249778
,,,,,,,,,,,,,,commercial,,,,,construction,,,,,,,,,,,,291.70573106913776,69.13906188643588
,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,126.65783862668857,52.652293069498064
,,,,,,,,,,,,,,commercial,,,,,residential,,,,,,,,,,,,79.93052254898555,37.88393833183511
,,,,,Franco plaza Sanduba,,,paved,,,,,,commercial,,,,,grass,,,,,,,,,,,,52.66160867025289,29.467257199455062
,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,241.75028169496616,62.74752970557401
,,,,,Supermercado J. Pavani,,,paved,,,,,,commercial,,,,,,1,,,,supermarket,,,,,,,4647.018116708392,274.9378357379123
,,grassland,,,,,,ground,,,,,,,,,,,forest,,,,,,,,,,,,991373.3822903009,5886.684787868458
,,wood,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,38326.10825464371,877.62175273812
,cycleway,,,,,,,asphalt,,,,,,,,,,,,,,,,,intermediate,"2,4",,,,,0.0,3030.7265854943794
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,9232.205174957197,485.1829042289917
,service,,,,,,,,,,,,,,alley,,,,,,,,,,,,,,,,0.0,28.92148256985565
,service,,,,,,,,,,,,,,alley,,,,,,,,,,,,,,,,0.0,26.432205136356753
,service,,,,Rua Dois,,,,,,,,,,alley,,,,,,,,,,,,,,,,0.0,26.911835056327124
,residential,,,,Rua Dez,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.53576839479414
,residential,,,,Rua Onze,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.642909345330548
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,234.09862305447814
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.6347914970811
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107.28352406294246
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,55.20282702841642
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77.80213877975922
,residential,,,,Rua Galeão,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96.1786186977611
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,444.4869132825043,111.24745995919902
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,477.35292149555323,107.73121596723871
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,166.8071307585623,49.95360873224869
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,clinic,clinic,Prefeitura de Macaé,public,592.1424987494432,129.44237550993043
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,491.76161273143606,102.96504774211469
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,396.93773943147096,94.86690477005865
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,381.88054152289055,86.588499891741
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,468.11168480614737,87.85737514941101
,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,1545.1681088884502,239.7875440758813
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,908.9948956327358,120.69011583727772
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,264.5743906582855,69.02108520844948
,tertiary,,2,,Rua Doutor Benedito Carlos Ferreira,yes,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,333.1775731832836
,tertiary,,2,,Rua Doutor Benedito Carlos Ferreira,,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,391.3627334215502
,residential,,,,Rua Raul Seixas,,,paved,,,,,,,,,,,,,,,,,,,,,,,0.0,320.0500185304723
,residential,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.480867144279866
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.27985123766427
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.51695902816871
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.55935776247231
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.80282554353164
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72.82304806691323
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,140.1900915773939
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,27.137964590241573
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,141.99865982079285
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,39.44054320474702
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,58.03476086438137
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,176.13450593688214
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,159.63862703106616
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,84.73108882793588
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,84.66070775304595
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,47.07616956712848
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,28.110512722754322
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,40.81817573275791
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,90.23155780283216
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,65.17402236188435
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,84.97756082115173
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,84.02600802018526
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,98.8551638168456
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,81.55275886286611
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,144.01095719234405
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,138.81744766982305
,path,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,316.9823380182712
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,995.4228718413369,128.08759551143282
,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,39.52253830847769
,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,75.46771126650084
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,54.111977906161336
,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7411.49253191747,351.3808489638147
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,562.1765641119188
,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25466.793009074103,1014.4567940507046
,residential,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,163.4644506726768
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,39.192743008990234
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,158.75972791747236
,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0374078233563
,residential,,,,Estrada Engenheiro Antônio Carlos Junqueira de Moraes,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,0.0,1006.1239459279626
,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,22964.593210506373,859.567516458292
